YGD_ID	gene_name	NCBI_ID	chr	start	end	strand	gene_type	gene_description	human_gene_ID	human_gene_name	yeast_gene_similarity	interpro_ID	interpro_description	GO_slim_ID	GO_slim_description
YHR219C-A			VIII	561199	561681	-	protein_coding	Dubious open reading frame unlikely to encode a functional protein; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028655]							
YHR219W															
YIL002W-A															
YIL012W															
YIL014C-A															
YIL020C-A			IX	313713	314051	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps origin of replication ARS918, partially overlaps ORF RPB3/YIL021W [Source:SGD;Acc:S000028787]							
YIL021C-A															
YIL024C															
YIL025C															
YIL028W															
YIL029W-A															
YIL030W-A			IX	295565	295903	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF ULP2/YIL031W [Source:SGD;Acc:S000028789]							
YIL032C															
YIL047C-A															
YIL055C															
YIL058W															
YIL059C															
YIL066W-A			IX	237366	237809	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF YIL067C [Source:SGD;Acc:S000028791]							
YIL068W-A															
YIL071W-A			IX	228550	229026	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF PCI8/YIL071C [Source:SGD;Acc:S000028793]							
YIL077C															
YIL086C															
YIL100C-A			IX	177343	177681	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000028794]							
YIL100W															
YIL102C															
YIL105W-A															
YIL115W-A															
YIL141W															
YIL142C-A															
YIL152W															
YIL156W-A			IX	47292	47693	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF COA1/YIL157C [Source:SGD;Acc:S000028797]							
YIL156W-B															
YIL161W															
YIL163C															
YIL170W															
YIL171W															
YIL171W-A			IX	18260	18712	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF IMA3/YIL172C [Source:SGD;Acc:S000028798]							
YIL174W															
YIL175W															
YIL176C															
YIL177W-A			IX	846	1328	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene YIL177C [Source:SGD;Acc:S000028658]							
YIR017W-A			IX	383566	384165	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000028799]							
YIR018C-A															
YIR020C															
YIR020C-B															
YIR020W-A															
YIR023C-A			IX	402383	402706	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF DAL81/YIR023W [Source:SGD;Acc:S000028801]							
YIR030C															
YIR030W-A															
YIR036W-A			IX	422635	423036	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF IRC24/YIR036C [Source:SGD;Acc:S000028803]							
YIR040C															
YIR041W															
YJL009W															
YJL015C															
YJL020W-A															
YJL022W															
YJL026C-A															
YJL027C															
YJL032W															
YJL043W															
YJL047C-A															
YJL049W															
YJL052C-A															
YJL064W															
YJL067W			X	314084	314434	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003603]							
YJL075C			X	298460	298876	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the verified gene NET1; null mutant is sensitive to sorbate [Source:SGD;Acc:S000003611]							
YJL077W-A															
YJL077W-B															
YJL086C			X	272478	272846	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified genes YJL085W/EXO70 and YJL087C/TRL1 [Source:SGD;Acc:S000003622]							
YJL119C															
YJL120W			X	191022	191345	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL121C/RPE1; deletion confers sensitivity to GSAO [Source:SGD;Acc:S000003656]							
YJL127W-A															
YJL135W															
YJL136W-A															
YJL142C			X	147819	148211	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene YJL141C; null mutant displays increased levels of spontaneous Rad52p foci [Source:SGD;Acc:S000003678]						GO:0006310;GO:0006281;GO:0006974	DNA recombination;DNA repair;cellular response to DNA damage stimulus
YJL150W															
YJL152W			X	136174	136533	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003688]							
YJL156W-A			X	126604	126825	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000007613]							
YJL169W															
YJL175W			X	94049	94561	+	protein_coding	Dubious open reading frame unlikely to encode a functional protein; deletion confers resistance to cisplatin, hypersensitivity to 5-fluorouracil, and growth defect at high pH with high calcium; overlaps gene for SWI3 transcription factor [Source:SGD;Acc:S000003711]							
YJL181W															
YJL182C			X	85435	85752	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W [Source:SGD;Acc:S000003718]							
YJL188C															
YJL195C			X	69241	69942	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL194W/CDC6 [Source:SGD;Acc:S000003731]							
YJL197C-A															
YJL199C															
YJL202C			X	53943	54290	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 3' end of essential PRP21 gene encoding a subunit of the SF3a splicing factor complex [Source:SGD;Acc:S000003738]							
YJL211C															
YJL215C															
YJL220W			X	18243	18695	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL221C/FSP2 [Source:SGD;Acc:S000003756]							
YJL222W-A															
YJL222W-B															
YJL223C															
YJL225W-A			X	829	1311	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene YJL225C [Source:SGD;Acc:S000028665]							
YJR011C															
YJR018W			X	466786	467148	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003779]							
YJR020W															
YJR037W															
YJR038C			X	503710	504072	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003799]							
YJR039W															
YJR056C															
YJR061W															
YJR071W															
YJR079W															
YJR083C															
YJR087W															
YJR114W															
YJR115W															
YJR128W															
YJR140W-A															
YJR141W															
YJR151W-A															
YJR155W															
YJR157W															
YJR162C															
YKL030W															
YKL031W			XI	382072	382485	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species [Source:SGD;Acc:S000001514]							
YKL036C															
YKL053W															
YKL063C															
YKL066W															
YKL068W-A															
YKL075C															
YKL076C			XI	292838	293221	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 69% of ORF overlaps the uncharacterized ORF YKL075C [Source:SGD;Acc:S000001559]						GO:0006974	cellular response to DNA damage stimulus
YKL077W															
YKL083W															
YKL097C															
YKL098W															
YKL100W-A															
YKL102C															
YKL106C-A															
YKL111C															
YKL115C															
YKL118W															
YKL123W															
YKL131W															
YKL136W															
YKL145W-A			XI	174958	175050	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified essential gene RPT1; identified by expression profiling and mass spectrometry [Source:SGD;Acc:S000028841]							
YKL147C															
YKL153W															
YKL156C-A															
YKL162C-A															
YKL165C-A			XI	135790	136023	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000007617]							
YKL169C															
YKL177W															
YKL202W															
YKL223W															
YKL224C															
YKL225W															
YKR011C															
YKR012C															
YKR015C															
YKR032W															
YKR033C															
YKR035C															
YKR040C															
YKR047W															
YKR073C															
YKR075W-A			XI	580212	580481	+	protein_coding	Dubious open reading frame unlikely to encode a protein; completely overlaps the uncharacterized gene YKR075C; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028669]							
YKR077W															
YLL016W															
YLL017W															
YLL019W-A															
YLL020C			XII	105556	105861	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene KNS1 [Source:SGD;Acc:S000003943]							
YLL025W															
YLL037W			XII	66562	66942	+	protein_coding	Dubious open reading frame unlikely to encode a functional protein; overlaps 3' end of essential PRP19 gene encoding an RNA splicing factor [Source:SGD;Acc:S000003960]							
YLL044W															
YLL047W			XII	46672	47055	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene RNP1 [Source:SGD;Acc:S000003970]							
YLL059C			XII	22474	22980	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003982]							
YLL064C															
YLL065W															
YLL066W-A		850476	XII	6486	6968	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized ORF YLL066C [Source:SGD;Acc:S000028671]							
YLL066W-B															
YLL067C															
YLL067W-A		850476	XII	843	1325	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps YLL067C [Source:SGD;Acc:S000028673]							
YLR012C															
YLR030W															
YLR031W															
YLR041W															
YLR049C															
YLR053C															
YLR062C															
YLR076C															
YLR101C			XII	342566	342961	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified, essential ORF ERG27/YLR100W [Source:SGD;Acc:S000004091]							
YLR112W															
YLR120W-A															
YLR123C			XII	391078	391407	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YLR122C; contains characteristic aminoacyl-tRNA motif [Source:SGD;Acc:S000004113]							
YLR124W															
YLR125W															
YLR140W			XII	423474	423800	+	protein_coding	Dubious open reading frame unlikely to encode a functional protein; overlaps essential RRN5 gene which encodes a member of the UAF transcription factor involved in transcription of rDNA by RNA polymerase I [Source:SGD;Acc:S000004130]							
YLR146W-A															
YLR149C-A															
YLR154C-G															
YLR154C-H															
YLR154W-A															
YLR154W-B															
YLR154W-E															
YLR154W-F															
YLR156C-A															
YLR156W															
YLR157C-C															
YLR157W-D															
YLR157W-E															
YLR159C-A															
YLR159W															
YLR161W															
YLR162W-A															
YLR163W-A															
YLR169W			XII	500335	500688	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000004159]							
YLR171W			XII	500733	501122	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000004161]							
YLR184W															
YLR198C			XII	547286	547645	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene SIK1/YLR197W [Source:SGD;Acc:S000004188]							
YLR202C															
YLR217W															
YLR222C-A															
YLR230W			XII	604574	604879	+	protein_coding	Dubious open reading frame unlikely to encode a functional protein; overlaps 5' end of essential CDC42/YLR229C gene which encodes a small Rho-like GTPase essential for establishment and maintenance of cell polarity [Source:SGD;Acc:S000004220]							
YLR232W															
YLR235C															
YLR236C															
YLR252W															
YLR255C															
YLR261C															
YLR264C-A															
YLR267W															
YLR269C			XII	680866	681216	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000004259]							
YLR279W			XII	704309	704698	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000004269]							
YLR280C															
YLR282C															
YLR285C-A															
YLR286W-A															
YLR294C			XII	721701	722030	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene ATP14 [Source:SGD;Acc:S000004285]						GO:0006091;GO:0045333	generation of precursor metabolites and energy;cellular respiration
YLR299C-A															
YLR307C-A															
YLR311C			XII	757265	757612	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000004302]							
YLR313C															
YLR317W															
YLR322W			XII	777628	777942	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 75% of ORF overlaps the verified gene SFH1; deletion causes a vacuolar protein sorting defect and blocks anaerobic growth [Source:SGD;Acc:S000004314]							
YLR331C															
YLR334C			XII	796698	797078	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps a stand-alone long terminal repeat sequence whose presence indicates a retrotransposition event occurred here [Source:SGD;Acc:S000004326]							
YLR338W			XII	804346	805203	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF VRP1/YLR337C [Source:SGD;Acc:S000004330]							
YLR339C			XII	805784	806335	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the essential gene RPP0 [Source:SGD;Acc:S000004331]							
YLR347W-A															
YLR349W															
YLR358C															
YLR361C-A															
YLR364C-A															
YLR365W															
YLR366W															
YLR374C			XII	871453	871842	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF STP3/YLR375W [Source:SGD;Acc:S000004366]							
YLR379W			XII	876922	877296	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the essential ORF SEC61/YLR378C [Source:SGD;Acc:S000004371]							
YLR399W-A															
YLR400W			XII	922063	922536	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000004392]							
YLR402W			XII	924889	925080	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000004394]							
YLR406C-A															
YLR412C-A															
YLR416C															
YLR428C															
YLR434C															
YLR437C-A															
YLR444C			XII	1023686	1023988	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000004436]							
YLR458W			XII	1056455	1056835	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 5' end of essential NBP1/YLR457C gene required for mitosis [Source:SGD;Acc:S000004450]							
YLR462W															
YLR463C															
YLR464W															
YLR465C															
YLR466C-A			XII	1070387	1070869	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YRF1-4/YLR466W [Source:SGD;Acc:S000028685]							
YLR466C-B															
YLR467C-A			XII	1077050	1077532	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YRF1-4/YLR466W [Source:SGD;Acc:S000028687]							
YML002W															
YML003W															
YML009C-A	YML009C-A		XIII	250675	251001	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORFs SPT5/YML010W and YML009W-B [Source:SGD;Acc:S000004469]							
YML009W-B	YML009W-B		XIII	250435	250911	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion mutation confers an increase in Ty1 transposition [Source:SGD;Acc:S000004471]							
YML012C-A															
YML020W															
YML031C-A															
YML034C-A															
YML037C															
YML047W-A	YML047W-A		XIII	179893	180258	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF PRM6/YML047C [Source:SGD;Acc:S000004512]							
YML050W															
YML053C															
YML054C-A															
YML057C-A	YML057C-A		XIII	160023	160412	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene CMP2/YML057W [Source:SGD;Acc:S000004522]							
YML079W															
YML083C															
YML084W															
YML089C															
YML090W			XIII	90744	91130	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YML089C; exhibits growth defect on a non-fermentable (respiratory) carbon source [Source:SGD;Acc:S000004555]							
YML094C-A															
YML099W-A	YML099W-A		XIII	74229	74558	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF ARG81/YML099C [Source:SGD;Acc:S000004567]							
YML100W-A															
YML101C-A	YML101C-A		XIII	69409	69726	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000004569]							
YML108W															
YML116W-A															
YML119W															
YML122C															
YML133W-A			XIII	1610	2185	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized ORF YML133C [Source:SGD;Acc:S000028689]							
YML133W-B			XIII	827	1309	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized ORF YML133C [Source:SGD;Acc:S000028690]							
YMR001C-A															
YMR007W															
YMR013C-A			XIII	296471	296620	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF SEC59/YML013C [Source:SGD;Acc:S000028847]							
YMR013W-A															
YMR031W-A															
YMR046W-A			XIII	362702	362830	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000007248]							
YMR052C-A			XIII	380069	380434	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000004655]							
YMR057C															
YMR075C-A															
YMR082C															
YMR086C-A															
YMR103C															
YMR105W-A															
YMR107W															
YMR119W-A			XIII	506996	507370	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 3' end of ORF ASI1/YMR119W [Source:SGD;Acc:S000004726]							
YMR122C															
YMR124W															
YMR135W-A															
YMR141C															
YMR141W-A			XIII	550911	551135	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene RPL13B/YMR142C [Source:SGD;Acc:S000028575]							
YMR144W															
YMR147W															
YMR151W			XIII	562506	562943	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 5% of ORF overlaps the verified gene IMP1 [Source:SGD;Acc:S000004759]							
YMR153C-A															
YMR158C-A															
YMR158W-B	YMR158W-B		XIII	574471	574791	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene ATG16/YMR159C [Source:SGD;Acc:S000004768]							
YMR160W															
YMR172C-A			XIII	607828	608211	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps 3' end of ORF HOT1/YMR172W [Source:SGD;Acc:S000004782]							
YMR173W-A			XIII	608897	610081	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene DDR48/YML173W [Source:SGD;Acc:S000004785]							
YMR175W-A															
YMR178W															
YMR181C															
YMR193C-A			XIII	651072	651458	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000004805]							
YMR194C-A															
YMR206W															
YMR230W-A															
YMR242W-A															
YMR245W															
YMR247W-A															
YMR252C															
YMR265C															
YMR272W-A															
YMR272W-B															
YMR290W-A			XIII	851422	851769	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 5' end of essential HAS1/YMR290C gene which encodes an ATP-dependent RNA helicase [Source:SGD;Acc:S000004904]							
YMR294W-A															
YMR295C															
YMR304C-A			XIII	878780	879130	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps 3' end of verified ORF SCW10/YMR305C [Source:SGD;Acc:S000004919]							
YMR306C-A			XIII	886183	886572	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps 3' end of ORF FKS3/YMR306W [Source:SGD;Acc:S000004922]							
YMR307C-A															
YMR315W-A															
YMR316C-A															
YMR316C-B			XIII	907321	907629	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps 5' end of ORF YMR317W [Source:SGD;Acc:S000004934]							
YMR317W															
YMR320W															
YMR324C			XIII	922202	922444	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcription is AZF1 dependent in glycerol-lactate medium and SLT2 dependent in response to the lipid hydroperoxides [Source:SGD;Acc:S000004943]							
YMR325W															
YMR326C															
YNL011C															
YNL013C			XIV	609133	609510	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF HEF3/YNL014W [Source:SGD;Acc:S000004958]							
YNL017C															
YNL018C															
YNL028W															
YNL034W															
YNL042W-B															
YNL043C															
YNL050C															
YNL057W															
YNL067W-A															
YNL067W-B															
YNL089C															
YNL097C-B															
YNL097W-A															
YNL103W															
YNL103W-A															
YNL105W			XIV	424155	424583	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene INP52; identified in a screen for mutants with decreased levels of rDNA transcription [Source:SGD;Acc:S000005049]							
YNL109W			XIV	418964	419509	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YNL108C [Source:SGD;Acc:S000005053]							
YNL114C			XIV	412684	413055	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF RPC19/YNL113W, an RNA polymerase subunit [Source:SGD;Acc:S000005058]							
YNL120C															
YNL140C															
YNL144C															
YNL144W-A															
YNL146C-A															
YNL150W															
YNL165W															
YNL170W															
YNL171C															
YNL174W			XIV	308074	308646	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene NOP13/YNL175C [Source:SGD;Acc:S000005118]							
YNL179C	YNL179C		XIV	300666	301103	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; deletion in cyr1 mutant results in loss of stress resistance [Source:SGD;Acc:S000005123]							
YNL184C															
YNL193W															
YNL198C			XIV	266514	266816	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005142]						GO:0005739	mitochondrion
YNL203C			XIV	259439	260050	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005147]							
YNL205C															
YNL226W															
YNL228W			XIV	220645	221421	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF YNL227C/JJJ1 [Source:SGD;Acc:S000005172]							
YNL235C			XIV	209548	209979	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SIN4/YNL236W, a subunit of the mediator complex [Source:SGD;Acc:S000005179]							
YNL239W									ENSG00000108578	BLMH	39.1209				
YNL266W			XIV	144245	144664	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF IST1/YNL265C [Source:SGD;Acc:S000005210]							
YNL269W															
YNL276C															
YNL277W-A															
YNL285W															
YNL296W															
YNL303W															
YNL319W															
YNL324W			XIV	31050	31445	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005268]							
YNL331C															
YNL337W															
YNL338W															
YNR001W-A															
YNR003W-A															
YNR005C			XIV	636931	637335	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005288]							
YNR014W															
YNR020C									ENSG00000166896	ATP23	28.4553				
YNR025C			XIV	672702	673061	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion reduces expression of PIS1 gene encoding phosphatidylinositol synthase [Source:SGD;Acc:S000005308]							
YNR040W															
YNR042W															
YNR075C-A															
YNR076W															
YNR077C															
YOL013W-A															
YOL013W-B	YOL013W-B		XV	300690	300980	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the long terminal repeat (LTR) of a Ty1 element [Source:SGD;Acc:S000007252]							
YOL014W															
YOL015W															
YOL019W-A															
YOL024W															
YOL035C			XV	258803	259105	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005395]							
YOL036W															
YOL037C			XV	256666	257019	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YOL036W [Source:SGD;Acc:S000005397]							
YOL038C-A															
YOL046C															
YOL050C															
YOL063C															
YOL079W			XV	181057	181455	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005439]							
YOL083C-A															
YOL085C															
YOL085W-A															
YOL097W-A															
YOL099C			XV	132017	132508	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene PKH2/YOL100W; may interact with ribosomes [Source:SGD;Acc:S000005459]							
YOL106W															
YOL118C															
YOL131W															
YOL134C			XV	70156	70545	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps HRT1, a verified gene that encodes an SCF ubiquitin ligase subunit [Source:SGD;Acc:S000005494]							
YOL150C															
YOL155W-A															
YOL160W															
YOL164W-A															
YOL165C															
YOL166C			XV	1000	1338	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005526]							
YOL166W-A															
YOR008W-B															
YOR011W-A															
YOR012W															
YOR013W			XV	356751	357221	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YOR012C; null mutant displays increased levels of spontaneous Rad52 foci [Source:SGD;Acc:S000005539]						GO:0006310	DNA recombination
YOR024W															
YOR029W															
YOR041C															
YOR050C															
YOR053W	YOR053W		XV	427817	428158	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene VHS3/YOR054C [Source:SGD;Acc:S000005579]							
YOR055W															
YOR072W															
YOR072W-A															
YOR072W-B															
YOR073W-A															
YOR082C			XV	479296	479637	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YOR083W [Source:SGD;Acc:S000005608]							
YOR102W															
YOR105W															
YOR108C-A															
